URL,U ID,Public,Derived View,Parent UID,Domain,Type,Name,Visits,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version UID,Data Provided By,Source Link,Department,Dataset Page,routing_approval,api_endpoint,Frequency,capabilities,test,definitionExpression,maxScale,htmlPopupType,copyrightText,geometryType,hasAttachments,Publishing Department,defaultVisibility,id,Spatial Reference wkid,Source,displayField,minScale,currentVersion,Agency,Category Tile,Tags,Microsite,owner_uid,View Moderation Status,provenance
https://data.austintexas.gov/d/nj6k-c6di,nj6k-c6di,true,true,c7z7-zp6h,data.austintexas.gov,chart,Energy - MW of Solar through City Programs,54,05/17/2016 09:11:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",13,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/nj6k-c6di.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/cxgk-eidd,cxgk-eidd,true,true,up99-pfez,data.austintexas.gov,chart,January 2014 Austin Animal Center Outcomes Chart,479,02/03/2014 08:35:00 PM +0000,02/03/2014 08:13:00 PM +0000,Government,"cat,dog,animal center,data,open government",21,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/cxgk-eidd.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/2k88-3yzu,2k88-3yzu,true,true,5tye-7ray,data.austintexas.gov,filter,Buda (Big) Boulder Spring,209,06/06/2014 09:10:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",53,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/2k88-3yzu.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/n53p-xz7h,n53p-xz7h,true,true,vk3r-6prc,data.austintexas.gov,chart,Austin Lakes Index (ALI - column),822,04/09/2015 06:44:00 PM +0000,04/10/2015 04:36:00 PM +0000,Environmental,"water quality,watershed protection,creeks,eii,environmental integrity index,ali,austin lakes index",51,Watershed Education,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,Watershed Protection,,,https://data.austintexas.gov/resource/n53p-xz7h.json,Annually,,,,,,,,,,,,,,,,,,,,,2z47-i38b,Approved,official
https://data.austintexas.gov/d/rvre-fsbx,rvre-fsbx,true,true,5tye-7ray,data.austintexas.gov,filter,Mussel Locations,487,09/24/2014 05:59:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",60,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/rvre-fsbx.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/ndvj-d6fn,ndvj-d6fn,true,true,nqv2-nbrj,data.austintexas.gov,chart,August 2013 Outcomes,972,09/03/2013 04:16:00 PM +0000,09/03/2013 04:11:00 PM +0000,,,38,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/ndvj-d6fn.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/jmwm-pvfy,jmwm-pvfy,true,true,5tye-7ray,data.austintexas.gov,filter,BARTON AREA SPRINGS NTIRATE AVERAGE 2013,174,02/27/2014 10:22:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",50,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/jmwm-pvfy.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/nwbk-5t84,nwbk-5t84,true,true,ps5c-8d86,data.austintexas.gov,chart,Oct 2013 Intakes,341,11/01/2013 09:10:00 PM +0000,11/01/2013 09:08:00 PM +0000,,,17,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/nwbk-5t84.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/yrtn-tsyc,yrtn-tsyc,true,true,55ji-8nqx,data.austintexas.gov,chart,Austintexas.gov Social Network Referrals,287,04/17/2015 03:04:00 PM +0000,07/13/2015 07:41:00 PM +0000,Government,"google analytics,analytics,social referrals,social,referrals,pageviews,session duration,sessions",32,AustinGo,,Public Domain,published,,,City of Austin,http://www.google.com/analytics,Public Information Office,,,https://data.austintexas.gov/resource/yrtn-tsyc.json,Monthly,,,,,,,,,,,,,,,,,,,,,czye-wfgc,Approved,official
https://data.austintexas.gov/d/kz9j-6kqy,kz9j-6kqy,true,true,5tye-7ray,data.austintexas.gov,calendar,Barton Springs Area Nitrate Calendar View Example,498,02/27/2014 09:34:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",44,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/kz9j-6kqy.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/g74h-67up,g74h-67up,true,true,5tye-7ray,data.austintexas.gov,chart,BARTON AREA SPRINGS NITRATE AVERAGE MG/L BY YEAR TREE MAP,276,02/08/2014 05:25:00 AM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",52,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/g74h-67up.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/gzyt-t2by,gzyt-t2by,true,true,ecmv-9xxi,data.austintexas.gov,map view,Low Restaurant Scores,1991,01/13/2012 09:15:00 PM +0000,02/15/2017 05:06:00 PM +0000,,"restaurant,geodata,heatlh",445,Cam Caldwell,,,published,,,City of Austin,,,,,https://data.austintexas.gov/resource/gzyt-t2by.json,,,,,,,,,,,,,,,,,,,,,,r5m2-5pds,Rejected,official
https://data.austintexas.gov/d/8qti-p566,8qti-p566,true,true,5tye-7ray,data.austintexas.gov,filter,Old Mill Spring Conductivity,260,10/14/2014 03:28:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",56,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/8qti-p566.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/n4t5-q2it,n4t5-q2it,true,true,c7z7-zp6h,data.austintexas.gov,filter,Food & Health,46,05/19/2016 04:03:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",19,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/n4t5-q2it.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/ef45-2cus,ef45-2cus,true,true,5tye-7ray,data.austintexas.gov,filter,Mabel_Davis_Pond_Data_Summary,198,02/27/2014 11:26:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",52,Rob,,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/ef45-2cus.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/y7sc-fuw2,y7sc-fuw2,true,true,6v78-dj3u,data.austintexas.gov,map view,South Austin Neighborhood Center,6589,04/23/2014 04:36:00 PM +0000,11/17/2014 03:37:00 PM +0000,Health,"health,location,map",33,jayciegluck,,,published,,,,,Austin Public Health,,,https://data.austintexas.gov/resource/y7sc-fuw2.json,As Needed,,,,,,,,,,,,,,,,,,,,,r3zz-26bg,Pending,community
https://data.austintexas.gov/d/hed9-ynmm,hed9-ynmm,false,true,trxj-f8br,data.austintexas.gov,filter,December 2013 Address Changes,80,02/04/2014 10:36:00 PM +0000,06/02/2016 03:31:00 AM +0000,,"addressing,address,911,change,street",53,Sara,,,published,,,,,Communication and Technology Management,,,https://data.austintexas.gov/resource/hed9-ynmm.json,Monthly,,,,,,,,,,,,,,,,,,,,,gbgk-fqw2,Approved,official
https://data.austintexas.gov/d/hye6-gvq2,hye6-gvq2,true,true,kz4x-q9k5,data.austintexas.gov,map view,Austin Animal Center Found Pets Map,62510,06/24/2014 08:59:00 PM +0000,02/20/2017 08:02:00 PM +0000,Government,"cat,dog,pet,stray,austin animal center,no kill,data,open government,map",415,Austin Animal Center,,Public Domain,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/hye6-gvq2.json,As Needed,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Approved,official
https://data.austintexas.gov/d/3izn-kab6,3izn-kab6,true,true,kpdv-fdxg,data.austintexas.gov,chart,July 2014 Austin Animal Center Monthly Intakes Chart,269,08/01/2014 08:43:00 PM +0000,08/01/2014 08:42:00 PM +0000,,"cat,dog,pet,austin animal center,data,no kill,open government",21,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/3izn-kab6.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/fsgj-5xyt,fsgj-5xyt,true,true,jmp6-p8e2,data.austintexas.gov,map view,Map of Austin Police Stations,2615,07/18/2012 01:31:00 PM +0000,07/18/2012 01:27:00 PM +0000,Public Safety,"police,apd,stations,police stations",169,opendataatx,,,published,,,City of Austin,http://www.austintexas.gov,Austin Police ,,,https://data.austintexas.gov/resource/fsgj-5xyt.json,As Needed,,,,,,,,,,,,,,,,,,,,,99uc-9byy,Approved,official
https://data.austintexas.gov/d/r42d-xz3u,r42d-xz3u,true,true,ubs4-99wr,data.austintexas.gov,chart,August 2014 Austin Animal Center Outcomes Chart,250,09/02/2014 07:48:00 PM +0000,09/02/2014 07:47:00 PM +0000,Government,"cat,dog,pet,austin animal center,no kill,data,open government",38,Austin Animal Center,,Public Domain,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/r42d-xz3u.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/mhi3-q5ph,mhi3-q5ph,true,true,bw6v-aead,data.austintexas.gov,chart,July 2014 Austin Animal Center Outcomes Chart,264,08/01/2014 09:20:00 PM +0000,08/01/2014 09:16:00 PM +0000,Government,"cat,dog,pet,austin animal center,no kill,data,open government",19,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/mhi3-q5ph.json,Annually,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/h83g-4gbg,h83g-4gbg,false,true,ej42-f7za,data.austintexas.gov,filter,Communications and Public Information Office Social Media Account Inventory,72,07/21/2015 08:04:00 PM +0000,10/08/2015 06:59:00 PM +0000,Business,"social media,social,facebook,twitter,instagram",7,AustinGo,,Public Domain,published,,,Communications and Public Information Office,http://www.austintexas.gov/social,Public Information Office,,,https://data.austintexas.gov/resource/h83g-4gbg.json,Quarterly,,,,,,,,,,,,,,,,,,,,,czye-wfgc,Approved,official
https://data.austintexas.gov/d/xt66-vybu,xt66-vybu,true,true,im9u-snku,data.austintexas.gov,map view,Tcta 2015,8710,10/21/2015 01:15:00 PM +0000,10/29/2015 07:46:00 PM +0000,Government,,28,Betty,,Public Domain,published,,,,http://www.austintexas.gov/tcta,Parks & Recreation,,,https://data.austintexas.gov/resource/xt66-vybu.json,As Needed,,,,,,,,,,,,,,,,,,,,,wpqw-45f6,Pending,official
https://data.austintexas.gov/d/tkhg-g5zy,tkhg-g5zy,true,true,c7z7-zp6h,data.austintexas.gov,filter,Equity & Livability,66,05/19/2016 08:12:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",17,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/tkhg-g5zy.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/v3wt-pa2q,v3wt-pa2q,true,true,c7z7-zp6h,data.austintexas.gov,chart,"Mobility - bike facilities, trails, sidewalks",104,05/18/2016 08:39:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,transportation,ecosystems,zero waste",19,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/v3wt-pa2q.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/myfw-nq78,myfw-nq78,true,true,xni4-jrnn,data.austintexas.gov,chart,Austin Animal Center FY15 Q1 Live Release Rates,1072,01/09/2015 09:09:00 PM +0000,01/09/2015 09:10:00 PM +0000,Government,"cat,dog,pet,austin animal center,no kill,data,open government",46,Austin Animal Center,,Public Domain,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/myfw-nq78.json,Quarterly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/fcxu-itrd,fcxu-itrd,true,true,c7z7-zp6h,data.austintexas.gov,chart,Equity & Livability - Poverty by race/ethnicity,60,05/19/2016 08:35:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",19,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/fcxu-itrd.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/a9hv-5z8i,a9hv-5z8i,false,true,trxj-f8br,data.austintexas.gov,filter,November 2012 Address Changes,46,12/07/2012 09:14:00 PM +0000,06/02/2016 03:31:00 AM +0000,,"addressing,address,911,change,street",3,Sara,,,published,,,,,Communication and Technology Management,,,https://data.austintexas.gov/resource/a9hv-5z8i.json,Monthly,,,,,,,,,,,,,,,,,,,,,gbgk-fqw2,Approved,official
https://data.austintexas.gov/d/x249-hadq,x249-hadq,true,true,c7z7-zp6h,data.austintexas.gov,filter,Ecosystems,48,05/19/2016 03:10:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",22,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/x249-hadq.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/y9st-4kbq,y9st-4kbq,true,true,9w5t-cuk2,data.austintexas.gov,chart,Austin Animal Center FY15 Q1 Intakes,1070,01/09/2015 08:51:00 PM +0000,01/09/2015 08:41:00 PM +0000,Government,"cat,dog,pet,austin animal center,no kill,data,open government",47,Austin Animal Center,,Public Domain,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/y9st-4kbq.json,Quarterly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/cpdm-pgcz,cpdm-pgcz,false,true,trxj-f8br,data.austintexas.gov,filter,August 2013 Address Changes,70,09/26/2013 07:01:00 PM +0000,06/02/2016 03:31:00 AM +0000,,"addressing,address,911,change,street",50,Sara,,,published,,,,,Communication and Technology Management,,,https://data.austintexas.gov/resource/cpdm-pgcz.json,Monthly,,,,,,,,,,,,,,,,,,,,,gbgk-fqw2,Approved,official
https://data.austintexas.gov/d/tz7h-nvqd,tz7h-nvqd,true,true,5tye-7ray,data.austintexas.gov,filter,Barton Springs Nitrate,386,12/11/2013 04:41:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",61,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/tz7h-nvqd.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/jf48-agdd,jf48-agdd,true,true,24ny-rxn5,data.austintexas.gov,filter,Instant Savings LED Bulbs List,151,03/29/2016 06:38:00 PM +0000,04/01/2016 05:36:00 PM +0000,,,17,Sarah Lambert,,,published,,,,,Austin Energy,,,https://data.austintexas.gov/resource/jf48-agdd.json,As Needed,,,,,,,,,,,,,,,,,,,,,c433-zrb5,Approved,official
https://data.austintexas.gov/d/iduh-bvk6,iduh-bvk6,true,true,5tye-7ray,data.austintexas.gov,filter,CADDISFLIES_BARTON_CREEK,635,02/27/2014 10:55:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",58,Rob,,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/iduh-bvk6.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/tx8s-62r6,tx8s-62r6,true,true,5tye-7ray,data.austintexas.gov,filter,Austin Total Maximum Daily Load Process Creek Data,591,12/06/2012 07:44:00 PM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,bacteria,coli,tmdl",84,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,Watershed Protection,,,https://data.austintexas.gov/resource/tx8s-62r6.json,As Needed,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/uxna-utdn,uxna-utdn,true,true,tb3x-mddn,data.austintexas.gov,chart,June 2014 Austin Animal Center Live Outcome Rates,319,07/02/2014 04:47:00 PM +0000,07/02/2014 04:44:00 PM +0000,Government,"cat,dog,pet,austin animal center,no kill,open government,data,live outcome",10,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/uxna-utdn.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/sfzn-s4nt,sfzn-s4nt,true,true,cvnz-fq2z,data.austintexas.gov,map view,Bike Fix It,847,08/27/2015 03:28:00 PM +0000,08/27/2015 03:21:00 PM +0000,,,5,Betty,betty.pu@austintexas.gov,Public Domain,published,,,City of Austin,http://austintexas.gov/fixit,Parks & Recreation,,,https://data.austintexas.gov/resource/sfzn-s4nt.json,As Needed,,,,,,,,,,,,,,,,,,,,,wpqw-45f6,Pending,official
https://data.austintexas.gov/d/w2wa-sfs6,w2wa-sfs6,true,true,ecmv-9xxi,data.austintexas.gov,filter,2013 Restaurant Inspection Scores,376,12/04/2013 10:22:00 PM +0000,02/15/2017 05:06:00 PM +0000,,"restaurant,geodata,heatlh",84,Meredith Slota,,,published,,,City of Austin,,Austin Public Health,,,https://data.austintexas.gov/resource/w2wa-sfs6.json,Weekly,,,,,,,,,,,,,,,,,,,,,trij-xrnq,Rejected,official
https://data.austintexas.gov/d/rxcu-69r9,rxcu-69r9,true,false,,data.austintexas.gov,file,Chromatograms Agilent 2014-08-28,30,01/20/2015 09:36:00 PM +0000,08/17/2015 05:23:00 PM +0000,,,68,Colleen Waters,,,published,,,,,Austin Police ,,,https://data.austintexas.gov/resource/rxcu-69r9.json,Daily,,,,,,,,,,,,,,,,,,,,,sht8-rzx9,Not in Queue,official
https://data.austintexas.gov/d/8u76-ei8i,8u76-ei8i,true,true,e8fp-i3ts,data.austintexas.gov,filter,Civic Projects - Status Count (Table),379,11/14/2013 05:17:00 PM +0000,02/18/2017 09:30:00 AM +0000,Capital Planning,"civic,projects,go,general obligation,capital,improvement,visualization,information,communication,planning",93,opendataatx,,,published,,,City of Austin,http://www.austintexas.gov,Public Works,,,https://data.austintexas.gov/resource/8u76-ei8i.json,Daily,,,,,,,,,,,,,,,,,,,,,99uc-9byy,Approved,official
https://data.austintexas.gov/d/ubav-cte2,ubav-cte2,true,true,7it9-7pjx,data.austintexas.gov,chart,December 2013 Live Outcomes Chart,1338,01/03/2014 04:36:00 PM +0000,01/03/2014 04:38:00 PM +0000,Government,"cat,dog,austin animal center,live outcome",23,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/ubav-cte2.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/6ddu-hn78,6ddu-hn78,true,true,c7z7-zp6h,data.austintexas.gov,filter,Energy,49,05/17/2016 04:16:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",24,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/6ddu-hn78.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/6w9h-uqqj,6w9h-uqqj,true,true,c7z7-zp6h,data.austintexas.gov,chart,Built Env. - # AE Green Bldg Rated SF Homes,57,05/18/2016 09:31:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",14,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/6w9h-uqqj.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/view/xsje-n5tj,xsje-n5tj,true,true,63p6-iegi,data.austintexas.gov,datalens,Officer Involved Shootings,389,11/02/2015 01:52:00 PM +0000,11/02/2015 01:42:00 PM +0000,,,0,Peter Moore,,,published,,,,,,,,https://data.austintexas.gov/resource/xsje-n5tj.json,,,,,,,,,,,,,,,,,,,,,,cjgf-k7fr,Approved,official
https://data.austintexas.gov/d/x6w7-kgdc,x6w7-kgdc,true,true,c7z7-zp6h,data.austintexas.gov,chart,Food & Health - Under 65 and no health insurance,36,05/19/2016 06:55:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",19,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/x6w7-kgdc.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/qka6-ei5a,qka6-ei5a,true,true,da96-d4bx,data.austintexas.gov,chart,April 2014 Austin Animal Center Live Outcome Rates,315,05/02/2014 09:59:00 PM +0000,05/02/2014 09:57:00 PM +0000,Government,"cat,dog,pet,austin animal center,open government,no kill,data",25,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/qka6-ei5a.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/23ec-3xhh,23ec-3xhh,true,true,5tye-7ray,data.austintexas.gov,chart,BARTON AREA SPRINGS NITRATE MG/L AVERAGE PER YEAR TIMELINE,232,02/08/2014 05:21:00 AM +0000,02/14/2017 02:15:00 AM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",48,Rob,robert.clayton@austintexas.gov,,published,,,City of Austin Watershed Protection Environmental Resource Management,,,,,https://data.austintexas.gov/resource/23ec-3xhh.json,Quarterly,,,,,,,,,,,,,,,,,,,,,buxt-jupg,Approved,official
https://data.austintexas.gov/d/dd5f-jtvy,dd5f-jtvy,true,true,c7z7-zp6h,data.austintexas.gov,chart,Food & Health - Community gardens,55,05/19/2016 06:52:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",10,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/dd5f-jtvy.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
https://data.austintexas.gov/d/c8fw-ygic,c8fw-ygic,true,false,,data.austintexas.gov,story,Austin Resource Recovery,847,05/13/2016 06:34:00 PM +0000,05/13/2016 06:34:00 PM +0000,,,0,jesse.rodriguez,,,published,,,,,,,,https://data.austintexas.gov/resource/c8fw-ygic.json,,,,,,,,,,,,,,,,,,,,,,xyvj-5d85,Not in Queue,official
https://data.austintexas.gov/d/kv7i-9pw5,kv7i-9pw5,true,true,atrx-cf82,data.austintexas.gov,chart,February 2014 Austin Animal Center Total Live Outcome Rates Chart,279,03/04/2014 04:49:00 PM +0000,03/04/2014 04:38:00 PM +0000,Government,"cat,dog,austin animal center,data,open government",8,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/kv7i-9pw5.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/gwei-xwm3,gwei-xwm3,true,true,i26j-ai4z,data.austintexas.gov,map view,Heat Map of 311 Calls,5775,01/27/2014 08:50:00 PM +0000,01/11/2017 05:20:00 PM +0000,Government,"311,3-1-1,csr,sr,service request,service requests,austin311,austin 311",52,WellsDunbarKUT,,,published,,,,,Austin Energy,,,https://data.austintexas.gov/resource/gwei-xwm3.json,Daily,,,,,,,,,,,,,,,,,,,,,df4y-rn5u,Pending,community
https://data.austintexas.gov/d/knrm-reit,knrm-reit,true,true,rtwz-6ypq,data.austintexas.gov,chart,February 2014 Austin Animal Center Outcomes Chart,314,03/04/2014 04:33:00 PM +0000,03/04/2014 04:32:00 PM +0000,Government,"cat,dog,austin animal center,data,open government",28,Austin Animal Center,,,published,,,Austin Animal Center,http://austinanimalcenter.org,Animal Services,,,https://data.austintexas.gov/resource/knrm-reit.json,Monthly,,,,,,,,,,,,,,,,,,,,,p3dk-w2wy,Pending,official
https://data.austintexas.gov/d/yt6d-iekk,yt6d-iekk,true,true,c7z7-zp6h,data.austintexas.gov,filter,Economy & Creativity - # utility patents,45,05/19/2016 07:29:00 PM +0000,12/13/2016 09:23:00 PM +0000,Environmental,"sustainability,indicators,climate,mobility,ecosystems,zero waste",19,Lewis Leff,,Public Domain,published,,,Office of Sustainability,,Office of Sustainability,,,https://data.austintexas.gov/resource/yt6d-iekk.json,Annually,,,,,,,,,,,,,,,,,,,,,4zwe-qybu,Approved,official
